images,0,2,3,6,7,9,Very_Low_Height,Very_Thick,Very_Left_Leaning,Very_Right_Leaning,Very_High_Height,Very_Thin,Upright
38735.png,0,0,1,0,0,0,0,0,0,0,1,0,1
38736.png,0,0,0,0,0,0,0,0,0,0,0,0,0
38737.png,0,0,0,0,0,0,0,0,0,1,0,1,0
38738.png,0,0,0,0,1,0,0,0,0,0,0,0,0
38739.png,0,0,0,0,0,0,0,0,0,0,0,1,0
38740.png,0,0,0,0,0,1,0,0,0,0,0,1,0
38741.png,0,0,0,1,0,0,0,0,0,0,0,0,1
38742.png,0,0,0,0,0,0,0,0,0,0,1,0,0
38743.png,0,0,0,0,1,0,0,0,0,0,1,0,1
38744.png,1,0,0,0,0,0,0,0,0,0,0,1,1
38745.png,0,0,0,0,0,0,0,0,0,0,0,0,0
38746.png,1,0,0,0,0,0,0,0,0,0,0,1,1
38747.png,0,0,0,0,0,1,0,0,0,0,0,0,0
38748.png,0,0,0,0,0,1,0,0,0,0,0,0,0
38749.png,1,0,0,0,0,0,0,0,0,0,0,1,0
38750.png,0,0,0,0,0,0,0,0,0,0,0,1,1
38751.png,0,0,0,0,0,0,0,0,0,0,1,0,0
38752.png,0,0,1,0,0,0,0,0,0,0,0,1,1
38753.png,0,1,0,0,0,0,0,0,0,0,0,1,0
38754.png,0,0,0,1,0,0,0,0,0,0,0,0,0
38755.png,0,0,1,0,0,0,0,0,0,0,0,1,1
38756.png,0,0,0,0,0,0,0,0,0,0,0,0,0
38757.png,0,0,0,0,0,0,0,0,0,0,0,0,0
38758.png,0,0,0,0,1,0,0,0,0,0,1,0,1
38759.png,0,0,0,0,0,0,0,0,0,1,0,0,0
38760.png,0,0,0,0,0,1,0,0,0,0,0,0,0
38761.png,0,0,0,1,0,0,0,1,0,0,1,0,1
38762.png,0,0,0,0,0,0,0,0,0,0,0,1,1
38763.png,0,0,0,0,1,0,0,0,0,0,0,1,1
38764.png,0,0,0,0,0,0,0,0,0,0,0,0,1
38765.png,0,0,0,0,0,0,0,0,0,0,1,0,0
38766.png,1,0,0,0,0,0,0,0,0,0,1,0,0
38767.png,0,0,0,0,0,1,0,0,0,0,0,0,0
38768.png,0,0,0,0,0,1,0,0,0,0,0,0,0
38769.png,0,0,0,0,0,0,0,0,0,0,0,1,0
38770.png,0,1,0,0,0,0,0,0,0,0,1,0,1
38771.png,0,0,1,0,0,0,0,0,0,0,0,1,0
38772.png,0,0,1,0,0,0,0,0,0,0,0,1,0
38773.png,0,0,0,0,0,0,0,0,0,0,0,0,0
38774.png,0,0,0,0,0,0,0,0,0,0,0,0,0
38775.png,0,0,0,0,0,1,0,0,0,0,0,0,1
38776.png,0,0,0,0,1,0,0,0,0,0,1,0,1
38777.png,0,0,0,0,0,0,0,0,0,0,0,0,0
38778.png,0,0,0,0,0,0,0,0,0,0,1,0,1
38779.png,0,0,0,0,0,0,0,1,0,0,1,0,0
38780.png,0,0,0,1,0,0,0,0,0,1,0,0,0
38781.png,0,0,0,0,1,0,0,0,0,0,0,0,1
38782.png,0,0,0,1,0,0,0,0,0,0,1,0,1
38783.png,0,0,0,0,1,0,0,0,0,0,0,0,0
38784.png,0,1,0,0,0,0,0,0,0,0,0,1,0
38785.png,0,1,0,0,0,0,0,0,0,0,0,1,0
38786.png,0,0,0,0,0,0,0,0,0,0,1,0,0
38787.png,0,0,0,0,0,0,0,0,0,0,0,0,0
38788.png,0,0,0,0,1,0,0,0,0,0,0,1,0
38789.png,0,0,0,0,0,0,0,0,0,0,0,0,0
38790.png,0,1,0,0,0,0,0,0,0,0,0,1,0
38791.png,0,0,0,0,0,0,0,0,0,0,1,0,0
38792.png,0,0,0,0,0,0,0,0,0,0,0,0,0
38793.png,0,1,0,0,0,0,0,0,0,0,0,0,1
38794.png,0,0,0,0,1,0,0,0,0,0,0,0,1
38795.png,0,0,0,0,0,1,0,0,0,0,1,0,0
38796.png,0,0,0,1,0,0,0,0,1,0,0,0,0
38797.png,0,0,1,0,0,0,0,0,0,0,0,1,0
38798.png,0,0,0,0,0,0,0,0,0,0,0,1,0
38799.png,0,0,0,0,0,0,0,0,0,0,1,0,1
38800.png,0,1,0,0,0,0,0,0,0,0,0,0,1
38801.png,0,0,0,0,0,0,0,0,0,0,0,1,0
38802.png,1,0,0,0,0,0,0,0,0,0,0,0,1
38803.png,0,0,0,0,0,0,0,0,0,1,0,0,0
38804.png,0,0,1,0,0,0,0,0,0,0,0,1,0
38805.png,0,0,0,0,0,0,0,1,0,0,1,0,0
38806.png,0,0,0,0,0,0,0,0,0,0,0,1,0
38807.png,0,0,0,0,0,0,0,0,0,0,1,0,0
38808.png,1,0,0,0,0,0,0,0,0,0,0,0,0
38809.png,0,0,0,0,0,1,0,0,0,0,1,0,1
38810.png,0,0,0,0,1,0,0,0,0,0,0,1,1
38811.png,0,0,1,0,0,0,0,0,0,0,0,0,0
38812.png,0,0,0,0,0,0,0,0,0,0,0,0,0
38813.png,0,0,0,0,0,1,0,0,0,0,0,1,1
38814.png,0,0,0,0,1,0,0,0,0,0,0,0,0
38815.png,0,1,0,0,0,0,0,0,0,0,0,1,0
38816.png,1,0,0,0,0,0,0,0,0,0,0,1,0
38817.png,0,0,0,0,0,0,0,0,0,0,0,1,0
38818.png,0,0,0,0,0,0,0,0,0,0,0,0,0
38819.png,0,0,0,0,1,0,0,0,0,0,0,0,1
38820.png,0,0,0,1,0,0,0,0,0,0,0,1,0
38821.png,0,0,0,0,0,0,0,0,0,0,1,0,0
38822.png,0,0,0,0,0,0,0,0,0,0,0,0,0
38823.png,0,0,0,0,0,0,0,0,0,1,0,0,0
38824.png,0,0,0,0,0,0,0,0,1,0,0,0,0
38825.png,0,1,0,0,0,0,0,0,0,0,1,0,0
38826.png,0,1,0,0,0,0,0,0,0,0,1,0,0
38827.png,0,0,1,0,0,0,0,0,0,0,0,0,1
38828.png,0,0,0,0,0,0,0,0,0,0,0,0,1
38829.png,0,0,0,0,0,1,0,0,0,0,0,1,1
38830.png,0,0,0,0,0,0,0,0,1,0,0,1,0
38831.png,0,0,0,0,0,0,0,0,0,0,0,0,0
38832.png,0,0,0,0,0,0,0,0,0,0,0,0,0
38833.png,0,0,0,1,0,0,0,0,0,0,0,1,0
38834.png,0,0,0,0,0,0,0,0,1,0,0,0,0
38835.png,1,0,0,0,0,0,0,0,0,0,0,0,0
38836.png,0,0,0,0,1,0,0,0,0,0,0,0,0
38837.png,0,0,0,0,0,0,0,0,0,0,0,0,0
38838.png,0,0,0,0,1,0,0,0,0,0,0,0,1
38840.png,0,0,0,0,0,0,0,0,0,0,0,0,1
38841.png,0,0,0,0,0,0,0,0,0,0,1,0,1
38842.png,0,0,0,0,0,0,0,0,0,1,1,0,0
38843.png,0,0,0,0,0,0,0,0,0,0,0,1,0
38844.png,0,0,0,0,0,0,0,0,0,0,0,1,1
38845.png,0,0,0,0,0,0,0,0,0,0,0,0,0
38846.png,0,1,0,0,0,0,0,0,0,0,1,0,1
38847.png,0,0,0,0,0,0,0,0,0,0,1,0,0
38848.png,0,0,0,0,0,0,0,0,0,0,0,1,1
38849.png,0,0,0,0,0,0,0,0,0,0,0,0,1
38850.png,1,0,0,0,0,0,0,0,0,0,0,1,1
38851.png,0,0,0,0,0,0,0,0,0,0,0,1,0
38852.png,0,0,0,0,0,0,0,0,0,0,1,0,0
38853.png,0,0,0,1,0,0,0,0,0,0,0,0,0
38854.png,0,0,0,1,0,0,0,0,0,0,0,0,0
38855.png,0,0,0,0,0,0,0,0,0,0,1,0,0
38856.png,0,0,0,1,0,0,0,0,0,0,0,1,0
38857.png,0,0,0,0,1,0,0,0,0,0,1,0,1
38858.png,0,0,0,0,0,0,0,0,0,0,0,0,1
38859.png,0,0,1,0,0,0,0,0,0,0,0,0,0
38860.png,0,0,0,0,0,0,0,0,0,0,0,0,0
38861.png,0,0,0,1,0,0,0,0,0,0,0,0,1
38862.png,0,1,0,0,0,0,0,0,0,0,1,0,0
38863.png,0,0,0,0,0,0,0,0,0,0,1,0,0
38864.png,0,0,0,0,0,0,0,0,0,0,1,0,0
38865.png,1,0,0,0,0,0,0,0,0,0,0,1,0
38866.png,0,0,0,0,0,0,0,0,0,0,1,0,0
38867.png,0,0,1,0,0,0,0,0,0,0,0,1,1
38868.png,0,0,0,0,0,0,0,0,0,0,0,1,1
38869.png,0,0,0,0,1,0,0,0,0,0,0,0,0
38870.png,0,0,0,0,0,0,0,0,0,0,0,1,0
38871.png,0,0,0,0,0,0,0,0,0,0,0,0,0
38872.png,0,0,0,0,0,0,0,0,0,0,0,0,0
38873.png,1,0,0,0,0,0,0,0,0,0,0,1,1
38874.png,1,0,0,0,0,0,0,0,0,0,0,0,0
38875.png,0,0,0,1,0,0,0,0,0,0,0,0,0
38876.png,0,0,0,1,0,0,0,0,0,0,0,0,0
38877.png,0,0,0,0,0,1,0,0,0,0,0,0,1
38878.png,0,0,0,0,0,0,0,0,0,0,1,0,1
38879.png,0,1,0,0,0,0,0,0,0,0,0,0,1
38880.png,0,0,0,0,0,1,0,0,0,0,0,0,0
38881.png,0,0,0,1,0,0,0,0,0,0,0,0,0
38882.png,0,0,1,0,0,0,0,0,0,0,1,0,1
38883.png,0,0,0,0,0,0,0,0,0,0,0,0,0
38884.png,0,1,0,0,0,0,0,0,0,0,0,1,0
38885.png,0,0,0,1,0,0,0,0,0,0,0,0,1
38886.png,0,1,0,0,0,0,0,0,0,0,0,0,1
38887.png,0,0,0,0,0,1,0,0,0,0,0,0,1
38888.png,0,0,0,0,0,0,0,0,0,0,1,0,1
38889.png,1,0,0,0,0,0,0,1,0,0,1,0,0
38890.png,0,0,0,0,1,0,0,0,0,0,0,1,0
38891.png,0,0,0,0,0,0,0,0,0,0,1,0,0
38892.png,0,0,1,0,0,0,0,0,0,0,0,1,0
38893.png,1,0,0,0,0,0,0,0,0,0,0,0,0
38894.png,0,0,1,0,0,0,0,0,0,0,0,0,0
38895.png,0,0,0,1,0,0,0,0,0,0,0,0,0
38896.png,0,0,0,0,0,0,0,0,0,0,0,0,0
38897.png,0,0,0,0,0,0,0,0,0,0,0,0,0
38898.png,0,0,0,0,0,0,0,0,0,0,0,1,0
38899.png,0,0,0,0,0,1,0,0,0,0,0,1,0
38900.png,0,0,1,0,0,0,0,0,0,0,1,0,0
38901.png,0,1,0,0,0,0,0,0,0,0,1,0,0
38902.png,0,0,0,0,0,0,0,0,0,0,1,0,1
38903.png,1,0,0,0,0,0,0,0,0,0,0,0,0
38904.png,0,0,1,0,0,0,0,0,0,0,0,1,0
38905.png,0,0,0,0,0,1,0,0,0,0,1,0,0
38906.png,0,0,0,0,0,0,0,0,0,0,0,0,0
38907.png,0,0,0,0,0,0,0,0,0,1,0,0,0
38908.png,0,0,0,0,1,0,0,0,0,0,1,0,1
38909.png,0,0,0,0,0,0,0,0,0,0,1,0,0
38910.png,0,0,0,0,0,1,0,0,0,0,0,0,1
38911.png,0,0,1,0,0,0,0,0,0,0,1,0,0
38912.png,0,0,0,0,0,0,0,0,0,0,1,0,1
38913.png,0,0,0,0,1,0,0,0,0,0,0,1,0
38914.png,1,0,0,0,0,0,0,0,0,0,1,0,0
38915.png,0,0,0,1,0,0,0,0,0,0,0,1,1
38916.png,0,0,0,0,1,0,0,0,0,0,0,0,1
38917.png,0,0,0,0,0,1,0,0,0,0,0,0,1
38918.png,0,0,0,0,0,0,0,0,0,0,0,0,0
38919.png,0,0,0,0,0,0,0,0,0,0,0,0,0
38920.png,0,0,0,0,1,0,0,0,0,0,1,0,0
38921.png,0,0,0,0,1,0,0,0,0,0,0,1,1
38922.png,0,0,0,0,0,0,0,0,0,0,0,0,1
38923.png,0,0,0,0,1,0,0,0,0,0,1,0,0
38924.png,0,1,0,0,0,0,0,0,0,0,0,1,0
38925.png,0,0,0,1,0,0,0,1,0,0,1,0,1
38926.png,1,0,0,0,0,0,0,0,0,0,1,0,1
38927.png,0,0,1,0,0,0,0,0,0,0,1,0,0
38928.png,0,0,0,0,0,0,0,0,0,0,1,0,1
38929.png,1,0,0,0,0,0,0,0,0,0,0,0,0
38930.png,0,0,0,0,0,1,0,0,0,0,0,0,0
38931.png,0,0,0,0,0,0,0,0,0,0,0,0,0
38932.png,0,0,0,0,0,0,0,0,1,0,0,0,0
38933.png,0,0,0,1,0,0,0,0,0,0,0,0,1
38934.png,0,0,0,0,0,0,0,0,0,0,0,0,0
38935.png,0,1,0,0,0,0,0,0,0,0,0,1,0
38937.png,0,1,0,0,0,0,0,0,0,0,1,0,1
38938.png,0,0,0,0,0,0,0,0,0,0,0,0,1
38939.png,1,0,0,0,0,0,0,0,0,0,0,0,0
38940.png,0,0,0,0,0,0,0,0,0,0,1,0,0
38941.png,0,0,0,0,0,0,0,0,0,0,0,0,0
38942.png,0,0,0,0,0,0,0,0,0,0,0,0,1
38943.png,0,0,0,0,1,0,0,0,0,0,0,1,0
38944.png,0,0,0,0,0,0,0,0,0,0,1,0,0
38945.png,0,0,0,0,0,0,0,0,0,0,1,0,0
38946.png,1,0,0,0,0,0,0,0,0,0,0,1,1
38947.png,0,0,0,0,0,1,0,0,0,0,0,1,0
38948.png,0,0,0,0,0,0,0,0,0,0,0,1,0
38949.png,1,0,0,0,0,0,0,0,0,0,0,0,0
38950.png,0,0,0,0,0,1,0,0,0,0,0,1,0
38951.png,0,0,0,0,0,0,0,0,0,0,0,0,0
38952.png,0,1,0,0,0,0,0,0,0,0,0,0,0
38953.png,0,1,0,0,0,0,0,0,0,0,0,0,1
38954.png,0,0,0,0,1,0,0,0,0,0,1,0,0
38955.png,0,0,1,0,0,0,0,0,0,0,1,0,0
38956.png,0,0,0,0,0,0,0,0,0,0,0,1,1
38957.png,0,0,0,0,0,0,0,0,0,0,0,0,1
38958.png,0,0,0,1,0,0,0,0,0,0,0,1,0
38959.png,0,0,0,0,0,0,0,0,0,0,0,0,0
38960.png,0,0,0,0,0,0,0,0,1,0,0,0,0
38961.png,0,0,0,1,0,0,0,0,0,0,1,0,1
38962.png,0,1,0,0,0,0,0,0,0,0,0,0,1
38963.png,1,0,0,0,0,0,0,0,0,0,0,0,0
38964.png,0,0,0,0,1,0,0,0,0,0,0,0,0
38965.png,0,0,0,0,0,0,0,0,0,0,0,0,0
38966.png,0,0,0,0,0,0,0,0,0,0,1,0,0
38967.png,0,0,0,0,0,0,0,0,0,1,0,1,0
38968.png,0,0,0,0,0,0,0,0,0,0,1,0,0
38969.png,0,0,0,0,0,1,0,0,0,0,0,1,0
38970.png,0,0,1,0,0,0,0,0,0,0,0,0,0
38971.png,0,0,0,0,0,0,0,0,0,0,0,1,0
38972.png,0,0,0,0,1,0,0,0,0,0,1,0,0
38973.png,0,0,0,0,0,0,0,0,0,0,0,0,1
38974.png,0,0,0,0,0,0,0,0,0,0,1,0,1
38975.png,0,0,0,0,0,0,0,0,0,0,0,0,0
38976.png,0,0,0,0,0,0,0,0,0,0,0,1,0
38977.png,0,0,0,0,0,0,0,0,0,0,0,0,0
38978.png,0,0,0,0,0,0,0,0,0,0,1,0,0
38979.png,0,0,0,0,0,0,0,0,0,0,0,1,0
38980.png,0,0,0,1,0,0,0,0,0,0,0,0,0
38981.png,0,0,0,0,0,0,0,0,0,0,1,0,1
38982.png,0,0,1,0,0,0,0,0,0,0,0,0,1
38983.png,0,0,1,0,0,0,0,0,0,0,0,0,0
38984.png,0,0,0,0,0,0,0,0,1,0,0,0,0
38985.png,0,0,0,0,0,0,0,0,0,0,1,0,0
38986.png,0,0,1,0,0,0,0,0,0,0,1,0,0
38987.png,0,0,0,0,0,0,0,0,0,0,0,1,0
38988.png,0,0,0,1,0,0,0,0,0,0,0,0,1
38989.png,0,0,1,0,0,0,0,0,0,0,0,0,0
38990.png,0,0,1,0,0,0,0,0,0,0,0,1,0
38991.png,0,0,1,0,0,0,0,0,0,0,0,0,0
38992.png,0,0,0,0,0,1,0,0,0,0,1,0,0
38993.png,1,0,0,0,0,0,0,0,0,0,0,0,0
38994.png,0,0,0,0,1,0,0,0,0,0,1,0,0
38995.png,0,0,0,0,0,1,0,0,0,0,1,0,0
38996.png,0,0,0,1,0,0,0,0,0,0,0,0,1
38997.png,0,0,0,0,0,0,0,0,0,0,0,0,0
38998.png,0,0,1,0,0,0,0,0,0,0,0,0,0
38999.png,0,0,0,0,0,1,0,0,0,0,1,0,0
39000.png,0,0,0,0,0,1,0,0,1,0,0,0,0
39001.png,0,0,0,0,0,0,0,0,0,0,0,1,0
39002.png,0,1,0,0,0,0,0,0,0,0,0,1,1
39003.png,0,0,0,0,1,0,0,0,0,0,1,0,0
39004.png,0,0,0,1,0,0,0,0,0,0,0,0,0
39005.png,0,0,0,0,0,0,0,0,0,0,0,0,0
39006.png,0,1,0,0,0,0,0,0,0,0,1,0,0
39007.png,0,0,0,0,0,0,0,0,0,1,0,0,0
39008.png,0,1,0,0,0,0,0,0,1,0,0,0,0
39009.png,0,0,0,0,1,0,0,0,0,0,0,0,1
39010.png,0,0,0,0,1,0,0,0,0,0,0,1,0
39011.png,0,0,0,0,0,0,0,0,0,0,1,0,0
39012.png,0,0,0,0,0,0,0,0,0,0,0,1,1
39013.png,0,0,0,0,1,0,0,0,0,0,0,1,0
39014.png,0,0,0,0,1,0,0,0,0,0,0,0,0
39015.png,0,0,0,0,0,0,0,0,0,1,0,0,0
39016.png,0,0,0,0,0,1,0,0,0,0,0,1,0
39017.png,0,0,0,0,0,0,0,0,0,1,1,0,0
39018.png,0,0,0,0,0,0,0,0,0,0,0,0,0
39019.png,0,0,0,1,0,0,0,0,0,0,0,0,1
39020.png,0,1,0,0,0,0,0,0,0,0,0,1,0
39021.png,0,0,0,0,0,0,1,0,0,1,0,1,0
39022.png,0,1,0,0,0,0,0,0,0,0,0,0,0
39023.png,1,0,0,0,0,0,0,0,0,0,1,0,0
39024.png,0,0,0,0,0,0,0,0,0,0,0,0,1
39025.png,0,0,0,0,0,1,0,0,0,0,1,0,0
39026.png,0,0,0,0,1,0,0,0,0,0,1,0,0
39027.png,0,0,0,0,0,0,0,0,0,1,0,0,0
39028.png,1,0,0,0,0,0,0,0,0,0,0,1,1
39029.png,1,0,0,0,0,0,0,0,0,0,0,0,0
39030.png,0,0,0,0,0,1,0,0,0,0,1,0,0
39031.png,0,1,0,0,0,0,0,0,0,0,0,0,1
39032.png,0,1,0,0,0,0,0,0,0,0,0,0,0
39033.png,0,0,0,0,0,0,0,0,0,0,1,0,0
39034.png,0,0,0,0,0,1,0,0,0,0,1,0,0
39035.png,0,0,0,0,0,0,0,0,0,0,0,0,0
39036.png,0,0,0,1,0,0,0,0,0,0,0,0,1
39037.png,1,0,0,0,0,0,0,0,0,0,0,0,1
39038.png,0,0,0,0,1,0,0,0,0,0,1,0,0
39039.png,1,0,0,0,0,0,0,0,0,0,0,0,0
39040.png,0,0,1,0,0,0,0,0,0,0,1,0,1
39041.png,0,0,0,0,0,0,0,0,0,0,1,0,0
39042.png,0,1,0,0,0,0,0,0,0,0,0,0,1
39043.png,0,0,0,1,0,0,0,0,0,0,1,0,1
39044.png,1,0,0,0,0,0,0,0,0,0,1,0,1
39045.png,0,0,0,1,0,0,0,0,0,0,0,0,0
39046.png,0,0,0,0,0,0,0,0,0,0,1,0,0
39047.png,0,0,0,0,1,0,1,0,0,0,0,0,0
39048.png,0,0,0,0,1,0,0,0,0,0,0,1,1
39049.png,0,0,0,0,0,0,0,0,0,1,0,0,0
39050.png,1,0,0,0,0,0,0,0,0,0,0,1,0
39051.png,0,0,0,0,0,0,0,0,0,1,0,0,0
39052.png,0,0,0,0,0,0,0,0,0,0,0,0,1
39053.png,0,0,0,0,1,0,0,0,0,0,0,1,0
39054.png,1,0,0,0,0,0,0,0,0,0,1,0,0
39055.png,1,0,0,0,0,0,0,1,0,0,1,0,1
39056.png,0,0,0,0,1,0,0,0,0,0,1,0,0
39057.png,0,0,0,0,0,0,0,0,0,0,0,0,0
39058.png,0,0,0,0,0,0,0,0,0,0,1,0,0
39059.png,0,1,0,0,0,0,0,0,0,0,0,0,1
39060.png,0,0,0,0,1,0,0,0,0,0,0,0,1
39061.png,0,0,1,0,0,0,0,1,0,0,1,0,0
39062.png,0,0,0,0,1,0,0,0,0,0,0,1,0
39063.png,0,0,0,0,0,0,0,0,0,0,0,1,1
39064.png,0,0,0,0,0,1,0,0,0,0,1,0,1
39065.png,0,0,0,0,0,0,0,0,0,1,0,0,0
39066.png,0,0,1,0,0,0,0,0,0,0,0,1,0
39067.png,0,0,0,1,0,0,0,0,0,0,0,0,0
39068.png,0,0,0,0,0,0,0,0,0,0,0,0,0
39069.png,0,0,0,0,1,0,0,0,0,0,1,0,0
39070.png,0,0,0,0,0,0,0,0,0,0,0,1,0
39071.png,0,0,0,0,0,0,0,0,0,0,0,0,0
39072.png,0,0,0,0,0,0,0,0,0,0,1,0,0
39073.png,0,0,0,0,0,1,0,0,0,0,1,0,1
39074.png,0,1,0,0,0,0,0,0,0,0,1,0,0
39075.png,1,0,0,0,0,0,0,1,0,0,1,0,1
39076.png,0,0,0,0,0,0,0,0,0,0,0,0,0
39077.png,0,0,0,0,0,0,0,0,0,0,0,0,0
39078.png,0,0,0,0,0,0,0,0,0,0,0,1,1
39079.png,0,1,0,0,0,0,0,0,0,0,0,0,1
39080.png,0,0,0,0,0,0,0,0,0,0,0,0,1
39082.png,0,0,0,0,1,0,0,0,0,0,0,1,1
39083.png,0,0,0,0,0,0,0,1,0,0,1,0,1
39084.png,0,0,0,0,0,0,0,0,0,0,0,0,1
39085.png,0,0,0,0,0,0,0,0,0,0,0,0,0
39086.png,0,0,0,1,0,0,0,0,0,0,0,0,1
39087.png,0,0,0,1,0,0,0,0,0,0,0,0,0
39088.png,0,0,0,0,1,0,0,0,0,0,0,0,0
39089.png,0,0,0,0,1,0,0,0,0,0,1,0,0
39090.png,0,1,0,0,0,0,0,0,0,0,0,0,0
39091.png,0,0,0,0,0,0,0,0,0,0,0,1,1
39092.png,0,0,0,0,0,0,0,0,0,0,0,1,0
39093.png,1,0,0,0,0,0,0,0,0,0,0,0,0
39094.png,0,0,0,0,0,0,0,0,0,0,0,1,0
39095.png,0,0,0,0,0,0,0,0,0,0,0,1,1
39096.png,0,0,0,0,0,1,0,0,0,0,0,0,1
39097.png,0,1,0,0,0,0,0,0,0,0,0,0,1
39098.png,0,0,0,1,0,0,0,0,0,0,1,0,1
39099.png,0,0,1,0,0,0,0,0,0,0,0,0,1
39100.png,0,0,1,0,0,0,0,0,1,0,0,1,0
39101.png,0,0,0,0,0,0,0,0,0,0,0,0,1
39102.png,0,0,0,0,0,0,0,0,0,1,0,0,0
39103.png,0,0,0,0,0,0,0,0,0,0,0,0,0
39104.png,0,0,0,0,0,0,0,0,0,0,1,0,0
39105.png,0,0,0,1,0,0,0,0,0,0,0,0,1
39106.png,0,0,0,0,0,0,0,0,0,1,0,1,0
39107.png,0,0,0,0,1,0,0,1,0,0,1,0,0
39108.png,0,0,1,0,0,0,0,0,0,0,0,1,1
39109.png,0,0,0,0,0,0,0,0,0,0,0,0,0
39110.png,0,0,0,0,0,0,0,0,1,0,0,0,0
39111.png,0,0,0,0,0,1,0,0,0,0,1,0,1
39112.png,0,0,0,1,0,0,0,0,0,0,0,0,1
39113.png,0,0,0,0,1,0,0,0,0,0,0,0,0
39114.png,0,0,0,0,0,0,0,0,0,0,0,1,0
39115.png,1,0,0,0,0,0,0,0,0,0,0,0,0
39116.png,0,0,1,0,0,0,0,0,0,0,1,0,0
39117.png,0,0,0,0,0,0,0,0,0,0,0,1,1
39118.png,0,1,0,0,0,0,0,0,0,0,1,0,1
39119.png,1,0,0,0,0,0,0,0,0,0,0,1,0
39120.png,0,0,0,0,0,0,0,0,0,0,1,0,1
39121.png,0,0,0,1,0,0,0,1,0,0,1,0,0
39122.png,0,0,1,0,0,0,0,0,0,0,0,1,0
39123.png,0,0,0,0,0,0,0,1,0,0,1,0,1
39124.png,0,0,1,0,0,0,0,0,0,0,0,0,1
39125.png,0,0,1,0,0,0,0,0,0,0,0,0,0
39126.png,0,0,0,0,0,0,0,0,0,0,1,0,0
39127.png,0,0,1,0,0,0,0,0,0,0,0,0,0
39128.png,0,0,0,0,0,0,0,0,1,0,0,0,0
39129.png,0,0,0,0,0,0,0,1,0,0,1,0,0
39130.png,0,0,0,1,0,0,0,0,0,0,0,0,0
39131.png,0,0,0,0,0,0,0,0,0,0,0,1,0
39132.png,0,0,0,0,0,0,0,0,0,0,0,0,1
39133.png,0,0,0,0,1,0,0,0,0,0,1,0,0
39134.png,0,0,0,0,0,1,0,0,0,0,0,0,1
39135.png,0,0,0,0,0,0,0,0,0,0,0,0,0
39136.png,0,0,1,0,0,0,0,0,0,0,0,0,0
39137.png,0,0,0,1,0,0,0,1,0,0,1,0,1
39138.png,0,0,0,0,0,0,0,0,0,0,0,1,1
39139.png,0,0,0,0,0,1,0,0,0,0,0,0,0
39140.png,0,0,1,0,0,0,0,0,0,0,0,1,0
39141.png,0,0,0,0,0,0,0,0,0,0,0,0,0
39142.png,0,0,0,0,0,0,0,0,0,0,0,0,1
39143.png,0,0,1,0,0,0,0,0,0,0,0,0,0
39144.png,0,0,0,0,0,0,0,0,0,0,1,0,1
39145.png,0,1,0,0,0,0,0,0,0,0,0,0,0
39146.png,0,1,0,0,0,0,0,0,0,0,0,1,0
39147.png,0,1,0,0,0,0,0,0,0,0,0,0,1
39148.png,0,0,0,0,0,1,0,0,0,0,0,1,1
39149.png,0,0,0,0,0,0,0,1,0,0,1,0,1
39150.png,0,0,0,0,1,0,0,0,0,0,0,1,0
39151.png,0,0,0,0,0,0,0,0,0,0,0,0,0
39152.png,0,0,0,0,0,0,0,0,0,0,0,1,1
39153.png,0,1,0,0,0,0,0,0,0,0,0,0,0
39154.png,0,0,0,1,0,0,0,0,0,0,1,0,1
39155.png,1,0,0,0,0,0,0,0,0,0,0,0,0
39156.png,1,0,0,0,0,0,0,0,0,0,0,1,1
39157.png,0,0,0,0,0,0,0,0,0,0,0,0,0
39158.png,0,0,0,0,0,0,0,0,0,0,0,1,1
39159.png,0,0,0,0,0,0,0,0,0,0,0,0,0
39160.png,0,0,0,0,0,0,0,0,0,0,1,0,0
39161.png,0,1,0,0,0,0,0,0,0,1,0,0,0
39162.png,0,1,0,0,0,0,0,0,0,0,0,0,1
39163.png,0,0,0,0,0,1,0,0,0,0,0,0,1
39164.png,0,0,0,1,0,0,0,0,0,0,1,0,0
39165.png,0,0,0,1,0,0,0,0,0,0,0,0,1
39166.png,0,0,0,0,0,1,0,0,1,0,1,0,0
39167.png,0,0,0,0,0,0,0,0,0,0,0,0,0
39168.png,0,1,0,0,0,0,0,0,0,0,0,1,1
39169.png,0,0,0,0,0,0,0,0,0,0,0,0,0
39170.png,0,1,0,0,0,0,0,1,0,0,1,0,1
39171.png,0,1,0,0,0,0,0,0,0,1,0,0,0
39172.png,0,0,0,0,0,1,0,0,0,0,0,0,0
39173.png,0,0,0,0,0,0,0,0,0,0,1,0,0
39174.png,0,0,0,0,0,1,0,0,0,0,0,1,0
39175.png,1,0,0,0,0,0,0,0,0,0,1,0,0
39176.png,0,0,0,0,0,0,0,0,0,0,0,0,0
39177.png,0,0,0,1,0,0,0,0,0,0,0,0,0
39178.png,0,0,0,0,0,0,0,0,0,0,0,1,0
39179.png,0,0,0,0,0,1,0,0,0,0,0,0,1
39180.png,0,0,0,1,0,0,0,0,0,0,0,0,1
39181.png,0,0,1,0,0,0,0,0,0,0,0,0,0
39182.png,0,0,0,0,0,0,0,0,0,0,0,0,0
39183.png,0,0,0,0,1,0,0,0,0,0,0,0,0
39184.png,0,0,1,0,0,0,0,0,0,0,1,0,1
39185.png,0,0,0,0,0,0,0,0,0,1,0,0,0
39186.png,0,0,0,0,0,0,0,0,0,0,0,0,1
